productId,productNumber,productNameBold,productNameThin,category,productNumberShort,producerName,supplierName,isKosher,bottleTextShort,restrictedParcelQuantity,isOrganic,isEthical,ethicalLabel,isWebLaunch,productLaunchDate,isCompletelyOutOfStock,isTemporaryOutOfStock,alcoholPercentage,volumeText,volume,price,country,originLevel1,originLevel2,categoryLevel1,categoryLevel2,categoryLevel3,categoryLevel4,customCategoryTitle,assortmentText,usage,taste,tasteSymbols/0,tasteSymbols/1,tasteSymbols/2,tasteClockGroupBitter,tasteClockGroupSmokiness,tasteClockBitter,tasteClockFruitacid,tasteClockBody,tasteClockRoughness,tasteClockSweetness,tasteClockSmokiness,tasteClockCasque,assortment,recycleFee,isManufacturingCountry,isRegionalRestricted,packaging,isNews,images/0/imageUrl,images/0/fileType,images/0/size,isDiscontinued,isSupplierTemporaryNotAvailable,sugarContent,sugarContentGramPer100ml,vintage,otherSelections,tasteClocks/0/key,tasteClocks/0/value,tasteClocks/1/key,tasteClocks/1/value,tasteClocks/2/key,tasteClocks/2/value,color,dishPoints,tasteSymbols/3,seal/0,seal/1,seal/2,seal/3,seal/4,seal/5,seal/6,seal/7,seal/8,seal/9,seal/10,seal/11,seal/12,seal/13,seal/14,seal/15,seal/16,seal/17,seal/18
24615821,1104001,Williams Brothers,Pavlov's Dog,,11040,Williams Brothers,Brill & Co AB,false,Flaska,0,false,false,,false,2021-09-07T00:00:00,false,false,4.3,500 ml,500,28.9,Storbritannien,,,Öl,Ale,Engelsk pale ale och bitter,,"Öl, Ale, Engelsk pale ale och bitter ",Tillfälligt sortiment,Serveras vid 8-10°C som sällskapsdryck eller till rätter av fläsk- eller lammkött.,"Maltig smak med tydlig beska, inslag av mörkt bröd, farinsocker, torkade aprikoser, choklad och apelsinskal.",Fläsk,Grönsaker,Lamm,,,7,0,5,0,2,0,1,TSV,0,true,false,Flaska,false,https://product-cdn.systembolaget.se/productimages/24615821/24615821,,,false,false,0,0,,,TasteClockBitter,7,TasteClockBody,5,TasteClockSweetness,2,Rödbrun färg.,,,,,,,,,,,,,,,,,,,,,
24529730,1169514,Faith,,,11695,Northern Monk Brew Co,Cask Sweden AB,false,Burk,0,false,false,,false,2021-03-01T00:00:00,false,false,5.4,440 ml,440,24.9,Storbritannien,,,Öl,Ale,Session IPA,,"Öl, Ale, Session IPA",Fast sortiment,"Serveras vid 8-10°C som sällskapsdryck, eller till rätter av lamm- och nötkött.","Fruktig smak med tydlig beska, inslag av ananas, tallbarr, passionsfrukt och grapefrukt.",Lamm,Nöt,Sällskapsdryck,,,7,0,6,0,2,0,1,FSN,1,true,false,Burk,false,https://product-cdn.systembolaget.se/productimages/24529730/24529730,,,false,false,0,0,,,TasteClockBitter,7,TasteClockBody,6,TasteClockSweetness,2,"Oklar, gul färg.",,,,,,,,,,,,,,,,,,,,,
24539259,128715,Grebbestad,American Pale Ale,,1287,Grebbestads Bryggeri,Grebbestad Bryggeri AB,false,Burk,0,false,false,,false,2021-03-01T00:00:00,false,false,5.4,330 ml,330,22.8,Sverige,,,Öl,Ale,Amerikansk pale ale (APA),,"Öl, Ale, Amerikansk pale ale (APA) ",Fast sortiment,"Serveras vid 8-10°C som sällskapsdryck, eller till rätter av ljust kött och lammkött.","Maltig, något humlearomatisk smak med tydlig beska, inslag av knäckebröd, honung, färska örter, torkad ananas och pomerans.",Fågel,Fläsk,Lamm,,,7,0,6,0,2,0,1,FSN,1,true,false,Burk,false,https://product-cdn.systembolaget.se/productimages/24539259/24539259,,,false,false,0,0,,,TasteClockBitter,7,TasteClockBody,6,TasteClockSweetness,2,Gul färg.,,Sällskapsdryck,,,,,,,,,,,,,,,,,,,
24405255,1183515,Mikkeller,K:rlek Höst/Vinter,,11835,Mikkeller Baghaven,Brill & Co AB,false,Burk,0,false,false,,false,2021-09-07T00:00:00,false,false,4.9,330 ml,330,29.9,Internationellt märke,,,Öl,Ale,Amerikansk pale ale (APA),,"Öl, Ale, Amerikansk pale ale (APA) ",Tillfälligt sortiment,Serveras vid 8-10°C som sällskapsdryck eller till rätter av ljust kött.,"Humlearomatisk smak med tydlig beska, inslag av passionsfrukt, sockerkaka, ananas, tallbarr och citronskal.",Fläsk,Fågel,Sällskapsdryck,,,7,0,7,0,2,0,1,TSV,1,false,false,Burk,false,https://product-cdn.systembolaget.se/productimages/24405255/24405255,,,false,true,0,0,2021,,TasteClockBitter,7,TasteClockBody,7,TasteClockSweetness,2,"Oklar, ljus, gul färg.",,,,,,,,,,,,,,,,,,,,,
507904,156612,Pilsner Urquell,,,1566,Pilsner Urquell,Asahi Sweden Filial,false,Burk,0,false,false,,false,2011-11-14T00:00:00,false,false,4.4,500 ml,500,18.5,Tjeckien,,,Öl,Ljus lager,Pilsner - tjeckisk stil,,"Öl, Ljus lager, Pilsner - tjeckisk stil",Fast sortiment,Serveras vid 8-10°C som sällskapsdryck eller till rätter av ljust kött eller till lamm.  ,"Maltig smak med inslag av apelsin, honung, örter och ljust bröd.",Lamm,Fläsk,Fågel,,,6,0,6,0,1,0,1,FS,1,true,false,Burk,false,https://product-cdn.systembolaget.se/productimages/507904/507904,,,false,false,0,0,,,TasteClockBitter,6,TasteClockBody,6,TasteClockSweetness,1,"Mörk, gyllengul färg.",,Sällskapsdryck,,,,,,,,,,,,,,,,,,,
735583,154703,Sigtuna Organic Ale,,,1547,Sigtuna Brygghus,Galatea AB,false,Flaska,0,true,false,,false,2013-12-02T00:00:00,false,false,4.5,330 ml,330,18.9,Sverige,,,Öl,Ale,Amerikansk pale ale (APA),,"Öl, Ale, Amerikansk pale ale (APA) ",Fast sortiment,Serveras vid 8-10°C som sällskapsdryck eller till rätter av ljust kött eller smakrika vegetariska rätter. ,"Nyanserad, fruktig smak med inslag av grapefrukt, aprikos, citron, ljus sirap och tallbarr.",Fläsk,Grönsaker,Fågel,,,7,0,7,0,1,0,1,FS,0,true,false,Flaska,false,https://product-cdn.systembolaget.se/productimages/735583/735583,,,false,false,0,0,,,TasteClockBitter,7,TasteClockBody,7,TasteClockSweetness,1,"Något oklar, gul färg.",,Sällskapsdryck,K,r,o,n,k,a,p,s,y,l,,,,,,,,,
24438375,8874214,Stone,Go To India Pale Ale,,88742,Stone Brewing Co,Cask Sweden AB,false,Burk,0,false,false,,false,2020-03-02T00:00:00,false,false,4.7,355 ml,355,15.9,USA,,,Öl,Ale,Session IPA,,"Öl, Ale, Session IPA",Fast sortiment,"Serveras vid 10-12°C som sällskapsdryck eller till rätter av fläsk, till smakrika vegetariska rätter samt till grillade rätter av nötkött. ","Humlearomatisk smak med påtaglig beska, inslag av ananas, passionsfrukt, ljust bröd, tallbarr och grapefruktskal.",Fläsk,Nöt,Sällskapsdryck,,,10,0,7,0,1,0,1,FS,1,true,false,Burk,false,https://product-cdn.systembolaget.se/productimages/24438375/24438375,,,false,false,0,0,,,TasteClockBitter,10,TasteClockBody,7,TasteClockSweetness,1,Gul färg.,,Grönsaker,,,,,,,,,,,,,,,,,,,
24627094,1267715,Remmarlöv,California Common,,12677,Remmarlöv Gårdsbryggeri,Remmarlöv Gårdsbryggeri AB,false,Burk,0,false,false,,false,2021-10-05T00:00:00,false,false,5.3,330 ml,330,24.9,Sverige,,,Öl,Mellanmörk & Mörk lager,California common,,"Öl, Mellanmörk lager, California common",Tillfälligt sortiment,"Serveras vid 8-10°C som sällskapsdryck, eller till rätter av fläsk-, lamm- och nötkött.","Maltig smak med inslag av knäckebröd, aprikosmarmelad, örter och apelsinskal.",Fläsk,Lamm,Nöt,,,6,0,6,0,1,0,1,TSV,1,true,false,Burk,false,https://product-cdn.systembolaget.se/productimages/24627094/24627094,,,false,true,0,0,,,TasteClockBitter,6,TasteClockBody,6,TasteClockSweetness,1,Brungul färg.,,Sällskapsdryck,,,,,,,,,,,,,,,,,,,
1140023,126203,Åbro Original,Extra Stark,,1262,Åbro Bryggeri,Åbro Bryggeri,false,Flaska,0,false,false,,false,2016-12-01T00:00:00,false,false,7.3,330 ml,330,12.9,Sverige,Kalmar län,Vimmerby kommun,Öl,Ljus lager,Starkare lager,,"Öl, Ljus lager, Starkare lager",Fast sortiment,"Serveras vid cirka 8°C till rätter av fläsk- eller lammkött, eller som sällskapsdryck.","Maltig smak med liten sötma, inslag av knäckebröd och honung.",Fläsk,Lamm,Sällskapsdryck,,,5,0,7,0,3,0,1,FS,0,true,false,Flaska,false,https://product-cdn.systembolaget.se/productimages/1140023/1140023,,,false,false,0,0,,,TasteClockBitter,5,TasteClockBody,7,TasteClockSweetness,3,"Mörk, gul färg.",,,,,,,,,,,,,,,,,,,,,
34550,155603,Asahi,Super Dry,,1556,Asahi Beer,Asahi Sweden Filial,false,Flaska,0,false,false,,false,2002-05-06T00:00:00,false,false,5.2,330 ml,330,16.9,Internationellt märke,,,Öl,Ljus lager,Internationell stil,,"Öl, Ljus lager, Internationell stil",Fast sortiment,Serveras vid 6-8°C som sällskapsdryck eller till rätter av fisk eller ljust kött.,"Maltig smak inslag av rostat bröd, citrus och honung.",Asiatiskt,Fisk,Fågel,,,3,0,4,0,1,0,1,FS,0,false,false,Flaska,false,https://product-cdn.systembolaget.se/productimages/34550/34550,,,false,false,0,0,,,TasteClockBitter,3,TasteClockBody,4,TasteClockSweetness,1,Gul färg.,,Fläsk,,,,,,,,,,,,,,,,,,,
24468039,144803,Faxe Premium,,,1448,Royal Unibrew A/S,Galatea AB,false,Flaska,0,false,false,,false,2020-12-01T00:00:00,false,false,5,330 ml,330,11.9,Danmark,,,Öl,Ljus lager,Internationell stil,,"Öl, Ljus lager, Internationell stil",Fast sortiment,"Serveras vid 8-10°C som sällskapsdryck eller till rätter av fisk, skaldjur eller lättare vegetariska rätter.","Maltig smak med inslag av ljust knäckebröd, mango, honung och apelsin.",Fisk,Grönsaker,Sällskapsdryck,,,5,0,5,0,2,0,1,FS,0,true,false,Flaska,false,https://product-cdn.systembolaget.se/productimages/24468039/24468039,,,false,false,0,0,,,TasteClockBitter,5,TasteClockBody,5,TasteClockSweetness,2,Gul färg.,,Skaldjur,K,r,o,n,k,a,p,s,y,l,,,,,,,,,
24387855,113512,Blågul,,,1135,Carlsberg Sverige AB,Carlsberg Sverige AB,false,Burk,0,false,false,,false,2019-09-02T00:00:00,false,false,5,500 ml,500,11.9,Sverige,,,Öl,Ljus lager,Internationell stil,,"Öl, Ljus lager, Internationell stil",Fast sortiment,"Serveras vid 8-10°C som sällskapsdryck, till buffé eller till rätter av fisk eller ljust kött. ","Maltig smak med inslag av knäckebröd, aprikos och apelsin.",Fisk,Fläsk,Buffémat,,,4,0,4,0,2,0,1,FS,1,true,false,Burk,false,https://product-cdn.systembolaget.se/productimages/24387855/24387855,,,false,false,0,0,,,TasteClockBitter,4,TasteClockBody,4,TasteClockSweetness,2,"Mörk, gul färg.",,Sällskapsdryck,,,,,,,,,,,,,,,,,,,
24417704,150615,Jever Pilsener,,,1506,Radeberger Gruppe KG,TOMP Beer Wine & Spirits AB,false,Burk,0,false,false,,false,2020-03-02T00:00:00,false,false,4.9,330 ml,330,10.9,Tyskland,,,Öl,Ljus lager,Pilsner - tysk stil,,"Öl, Ljus lager, Pilsner - tysk stil",Fast sortiment,"Serveras vid 8-10°C som sällskapsdryck, eller till rätter av fläsk-, lamm- och nötkött.","Maltig smak med tydlig beska, inslag av knäckebröd, örter, aprikos och apelsinskal.",Fläsk,Lamm,Nöt,,,7,0,6,0,1,0,1,FS,1,true,false,Burk,false,https://product-cdn.systembolaget.se/productimages/24417704/24417704,,,false,false,0,0,,,TasteClockBitter,7,TasteClockBody,6,TasteClockSweetness,1,Gul färg.,,Sällskapsdryck,,,,,,,,,,,,,,,,,,,
508110,146012,Dansk Fadøl,,,1460,Kopparbergs Bryggeri,Kopparbergs Bryggeri AB,false,Burk,0,false,false,,false,2011-11-01T00:00:00,false,false,5,330 ml,330,8.9,Sverige,,,Öl,Ljus lager,Internationell stil,,"Öl, Ljus lager, Internationell stil",Fast sortiment,"Serveras vid 8-10°C som sällskapsdryck, till buffé eller till rätter av fisk eller ljust kött. ","Maltig smak med inslag av knäckebröd, honung och citrus.",Fisk,Fläsk,Buffémat,,,5,0,5,0,1,0,1,FS,1,true,false,Burk,false,https://product-cdn.systembolaget.se/productimages/508110/508110,,,false,false,0,0,,,TasteClockBitter,5,TasteClockBody,5,TasteClockSweetness,1,"Ljus, gul färg.",,Sällskapsdryck,,,,,,,,,,,,,,,,,,,
24645863,1092915,Omnipollo,Double Dry Hopped Fort Point Pale Ale,,10929,Omnipollo,Omnipollo AB,false,Burk,0,false,false,,false,2021-11-05T00:00:00,false,false,6.6,330 ml,330,39.9,Sverige,,,Öl,Ale,Amerikansk pale ale (APA),,"Öl, Ale, Amerikansk pale ale (APA) ",Tillfälligt sortiment,"Serveras vid 8-10°C som sällskapsdryck, eller till rätter av fläsk- och lammkött.","Humlearomatisk smak med tydlig beska, inslag av passionsfrukt, ljust bröd, tallkåda, ananas och apelsinskal.",Sällskapsdryck,Fläsk,Lamm,,,7,0,6,0,2,0,1,TSE,1,true,false,Burk,false,https://product-cdn.systembolaget.se/productimages/24645863/24645863,,,false,false,0,0,,,TasteClockBitter,7,TasteClockBody,6,TasteClockSweetness,2,"Oklar, gul färg.",,,,,,,,,,,,,,,,,,,,,
24050577,247012,Paulaner,Münchner Hell,,2470,Paulaner Brauerei,Spendrups Bryggeri AB,false,Burk,0,false,false,,false,2019-12-02T00:00:00,false,false,4.9,500 ml,500,17.9,Tyskland,,,Öl,Ljus lager,Dortmunder och helles,,"Öl, Ljus lager, Dortmunder och helles",Fast sortiment,"Serveras vid 8-10°C som sällskapsdryck eller till rätter av fisk och skaldjur, vegetariska rätter eller till en buffé.","Maltig smak med inslag av knäckebröd, örter, honung och citrus.",Fisk,Buffémat,Grönsaker,,,6,0,6,0,1,0,1,FS,1,true,false,Burk,false,https://product-cdn.systembolaget.se/productimages/24050577/24050577,,,false,false,0,0,,,TasteClockBitter,6,TasteClockBody,6,TasteClockSweetness,1,Gul färg.,,Sällskapsdryck,,,,,,,,,,,,,,,,,,,
16461497,3330715,Stigbergets,New & Improved India Pale Ale,,33307,Stigbergets Bryggeri,Stigbergets bryggeri AB,false,Burk,0,false,false,,false,2018-11-01T00:00:00,false,false,6.5,440 ml,440,43.9,Sverige,Västra Götalands län,Göteborgs stad,Öl,Ale,New England IPA/Hazy IPA,,"Öl, Ale, New England IPA/Hazy IPA",Fast sortiment,"Serveras vid 10-12°C som sällskapsdryck, eller till rätter av lamm- och nötkött.","Humlearomatisk smak med tydlig beska och liten sötma, inslag av ananas, sockerkaka, tallbarr, passionsfrukt och grapefrukt.",Lamm,Nöt,Sällskapsdryck,,,9,0,8,0,3,0,1,FS,1,true,false,Burk,false,https://product-cdn.systembolaget.se/productimages/16461497/16461497,,,false,false,0,0,,,TasteClockBitter,9,TasteClockBody,8,TasteClockSweetness,3,"Oklar, gul färg.",,,,,,,,,,,,,,,,,,,,,
959645,133601,Leffe,Brune,,1336,InBev,AB InBev Sweden,false,Flaska,0,false,false,,false,2015-09-01T00:00:00,false,false,6.5,750 ml,750,49.9,Belgien,,,Öl,Ale,Belgisk mörk ale,,"Öl, Ale, Belgisk mörk ale",Fast sortiment,Serveras vid 8-10°C som sällskapsdryck eller till rätter av lamm- och nötkött.,"Nyanserad smak med viss sötma, inslag av torkad frukt, apelsinchoklad, sirapslimpa och farinsocker.",Lamm,Nöt,Sällskapsdryck,,,4,0,7,0,4,0,1,FS,0,true,false,Flaska,false,https://product-cdn.systembolaget.se/productimages/959645/959645,,,false,false,0,0,,,TasteClockBitter,4,TasteClockBody,7,TasteClockSweetness,4,"Något oklar, mörk brunröd färg.",,,C,h,a,m,p,a,g,n,e,k,o,r,k,-,n,a,t,u,r
24516969,3520415,Finn Winter Ale,,,35204,Brygghuset Finn,AB Brygghuset Finn,false,Burk,0,false,false,,false,2021-11-01T00:00:00,false,false,5.6,330 ml,330,24.7,Sverige,Skåne län,Landskrona stad,Öl,Ale,Skotsk ale,,"Öl, Ale, Skotsk ale",Säsong,"Serveras vid 10-12°C till rätter av fläsk-, lamm- och nötkött, eller som sällskapsdryck.","Maltig smak med inslag av fruktkaka, knäck, apelsin, nötter och torkade aprikoser.",Fläsk,Lamm,Nöt,,,6,0,6,0,3,0,1,TSS,1,true,false,Burk,false,https://sb-product-media-prod.azureedge.net/productimages/24516969/24516969,,,false,false,0,0,,,TasteClockBitter,6,TasteClockBody,6,TasteClockSweetness,3,"Mörk, rödbrun färg.",,Sällskapsdryck,,,,,,,,,,,,,,,,,,,
516291,145901,Gotlands Bryggeri,Wisby Weisse,,1459,Gotlands Bryggeri,Spendrups Bryggeri AB,false,Flaska,0,true,false,,false,2010-10-01T00:00:00,false,false,5.2,500 ml,500,24.9,Sverige,,,Öl,Veteöl,Hefeweizen,,"Öl, Veteöl, Hefeweizen",Fast sortiment,"Serveras vid 6-8°C som sällskapsdryck eller till lätta vegetariska rätter samt till lätta rätter av fisk, eller ljust kött gärna med hetta.","Fruktig smak med inslag av banan, aprikos, vetebröd, kryddor och citrus.",Asiatiskt,Buffémat,Fisk,,,2,0,3,0,2,0,1,FS,0,true,false,Flaska,false,https://product-cdn.systembolaget.se/productimages/516291/516291,,,false,false,0,0,,,TasteClockBitter,2,TasteClockBody,3,TasteClockSweetness,2,"Något oklar, gul färg.",,Kryddstarkt,,,,,,,,,,,,,,,,,,,
24617683,1119903,Finn,Coffee Stout,,11199,Brygghuset Finn,AB Brygghuset Finn,false,Flaska,0,false,false,,false,2021-10-19T00:00:00,false,false,9,330 ml,330,32.9,Sverige,,,Öl,Porter & Stout,Imperial porter och stout,,"Öl, Imperial porter och stout",Tillfälligt sortiment,"Serveras vid 12-14°C som sällskapsdryck, eller till rätter av mörkt kött.","Rostad, maltig doft med inslag av pumpernickel, espressokaffe, tobak, lakrits, peppar och kakao.",Lamm,Nöt,Vilt,,,7,0,9,0,2,0,1,TSV,0,true,false,Flaska,false,https://product-cdn.systembolaget.se/productimages/24617683/24617683,,,false,true,0,0,,,TasteClockBitter,7,TasteClockBody,9,TasteClockSweetness,2,Brunsvart färg.,,Sällskapsdryck,,,,,,,,,,,,,,,,,,,
675590,153915,Modus Hoperandi,India Pale Ale,,1539,Ska Brewing,Great Brands AB,false,Burk,0,false,false,,false,2012-10-01T00:00:00,false,false,6.8,355 ml,355,26.9,USA,,,Öl,Ale,India pale ale (IPA),,"Öl, Ale, India pale ale (IPA) ",Fast sortiment,"Serveras vid 8-10°C som sällskapsdryck, eller till smakrika rätter av fläsk, lamm eller nötkött. ","Nyanserad, humlearomatisk smak med tydlig beska och liten sötma, inslag av apelsin, tallbarr, lönnsirap och rågbröd.",Nöt,Sällskapsdryck,Fläsk,,,9,0,8,0,3,0,1,FS,1,true,false,Burk,false,https://product-cdn.systembolaget.se/productimages/675590/675590,,,false,false,0,0,,,TasteClockBitter,9,TasteClockBody,8,TasteClockSweetness,3,"Ljus, rödbrun färg.",,Lamm,,,,,,,,,,,,,,,,,,,
21955682,8992815,Ballast Point,Sculpin IPA,,89928,Ballast Point Brewing,Cask Sweden AB,false,Burk,0,false,false,,false,2019-06-01T00:00:00,false,false,7,355 ml,355,26.9,USA,,,Öl,Ale,India pale ale (IPA),,"Öl, Ale, India pale ale (IPA) ",Fast sortiment,"Serveras vid 8-10°C som sällskapsdryck eller till smakrika rätter av fläsk, lamm eller nötkött, gärna grillat. ","Humlearomatisk smak med tydlig beska, inslag av tropisk frukt, ambrosiakaka, tallkåda och grapefruktskal.",Sällskapsdryck,Lamm,Nöt,,,9,0,7,0,2,0,1,FS,1,true,false,Burk,false,https://product-cdn.systembolaget.se/productimages/21955682/21955682,,,false,false,0,0,,,TasteClockBitter,9,TasteClockBody,7,TasteClockSweetness,2,Gulbrun färg.,,Fläsk,,,,,,,,,,,,,,,,,,,
945437,3028503,Poppels Bryggeri,Russian Imperial Stout,,30285,Poppels Bryggeri,Poppels Bryggeri AB,false,Flaska,0,true,false,,false,2015-05-04T00:00:00,false,false,9.5,330 ml,330,34.9,Sverige,Västra Götalands län,Partille kommun,Öl,Porter & Stout,Imperial porter och stout,,"Öl, Imperial porter och stout",Fast sortiment,Serveras vid 12-14°C som sällskapsdryck eller till till smakrika rätter av mörkt kött.,"Maltig smak med sötma, inslag av pumpernickel, lakrits, russin, kaffe och mörk choklad.",Nöt,Vilt,Lamm,,,7,0,7,0,5,0,1,FS,0,true,false,Flaska,false,https://product-cdn.systembolaget.se/productimages/945437/945437,,,false,false,0,0,,,TasteClockBitter,7,TasteClockBody,7,TasteClockSweetness,5,Brunsvart färg.,,Sällskapsdryck,,,,,,,,,,,,,,,,,,,
551108,150701,Schneider Weisse,Meine Festweisse Tap 4,,1507,G Schneider & Sohn,Brewery International Sweden AB,false,Flaska,0,true,false,,false,2011-04-01T00:00:00,false,false,6.2,500 ml,500,25.9,Tyskland,,,Öl,Veteöl,Hefeweizen,,"Öl, Veteöl, Hefeweizen",Fast sortiment,"Serveras vid 6-8°C som sällskapsdryck eller till vegetariska rätter, till rätter av ljust kött samt till rätter med hetta.","Kryddig, fruktig smak med inslag av ljust bröd, pomerans, honung och kryddnejlika.",Fläsk,Grönsaker,Kryddstarkt,,,3,0,7,0,2,0,1,FS,0,true,false,Flaska,false,https://product-cdn.systembolaget.se/productimages/551108/551108,,,false,false,0,0,,,TasteClockBitter,3,TasteClockBody,7,TasteClockSweetness,2,"Något oklar, gul färg.",,Sällskapsdryck,,,,,,,,,,,,,,,,,,,
24629859,1087501,MALACODA,,,10875,Birrificio Mezzavia,Verissima AB,false,Flaska,0,false,false,,false,2021-11-12T00:00:00,false,false,7.5,750 ml,750,74.9,Italien,,,Öl,Ale,Belgisk ljus ale,,"Öl, Ale, Belgisk ljus ale",Tillfälligt sortiment,"Serveras vid 8-10°C som sällskapsdryck eller till rätter av fisk eller ljust kött, eller till vegetariska rätter.","Fruktig, något kryddig smak med liten sötma, inslag av aprikos, honung, ljust bröd, kryddnejlika och apelsin. ",Fisk,Grönsaker,Fågel,,,5,0,7,0,3,0,1,TSV,0,true,false,Flaska,false,https://product-cdn.systembolaget.se/productimages/24629859/24629859,,,false,true,0,0,,,TasteClockBitter,5,TasteClockBody,7,TasteClockSweetness,3,Gul färg.,,Fläsk,,,,,,,,,,,,,,,,,,,
587233,131412,Arboga Mörk Lager,,,1314,Three Towns Ind Brewers,Galatea AB,false,Burk,0,false,false,,false,2011-10-01T00:00:00,false,false,5.5,330 ml,330,12.9,Sverige,Stockholms län,Stockholms stad,Öl,Mellanmörk & Mörk lager,Dunkel,,"Öl, Mörk lager, Dunkel",Fast sortiment,"Serveras vid 8-10°C som sällskapsdryck, eller till rätter av fläsk-, lamm- eller nötkött.","Maltig, något rostad smak med inslag av mörk sirap, kavring, torkad frukt och pomerans.",Fläsk,Lamm,Nöt,,,6,0,7,0,2,0,1,FS,1,true,false,Burk,false,https://product-cdn.systembolaget.se/productimages/587233/587233,,,false,false,0,0,,,TasteClockBitter,6,TasteClockBody,7,TasteClockSweetness,2,Brunsvart färg.,,Sällskapsdryck,B,u,r,k,l,o,c,k,,,,,,,,,,,
24532327,102415,Brekeriet Beer,Tistron,,1024,Brekeriet Beer,Brekeriet Beer AB,false,Burk,0,true,false,,false,2021-03-01T00:00:00,false,false,4.8,330 ml,330,29.9,Sverige,,,Öl,Syrlig öl,Övrig syrlig öl,,"Öl, Övrig syrlig öl",Fast sortiment,"Serveras vid 6-8°C som sällskapsdryck, eller som aperitif.","Bärig, syrlig smak med liten sälta, inslag av svarta vinbär, koriander, ljust bröd och hallon.",Sällskapsdryck,Aperitif,,,,3,0,5,0,1,0,1,FSN,1,true,false,Burk,false,https://product-cdn.systembolaget.se/productimages/24532327/24532327,,,false,false,0,0,,,TasteClockBitter,3,TasteClockBody,5,TasteClockSweetness,1,"Oklar, rödblå färg.",,,,,,,,,,,,,,,,,,,,,
24635097,1090614,Divine Faith,,,10906,Northern Monk Brew Co,Cask Sweden AB,false,Burk,0,false,false,,false,2021-11-05T00:00:00,false,false,8.4,440 ml,440,47.9,Storbritannien,,,Öl,Ale,Imperial/Dubbel IPA,,"Öl, Ale, Imperial/Dubbel IPA ",Tillfälligt sortiment,"Serveras vid 10-12°C som sällskapsdryck, eller till rätter av lamm- och nötkött.","Nyanserad, fruktig smak med tydlig beska och liten sötma, inslag av ananas, rosmarin, sockerkaka, passionsfrukt, honung och grapefrukt.",Lamm,Nöt,Sällskapsdryck,,,8,0,8,0,3,0,1,TSE,1,true,false,Burk,false,https://product-cdn.systembolaget.se/productimages/24635097/24635097,,,false,false,0,0,,,TasteClockBitter,8,TasteClockBody,8,TasteClockSweetness,3,"Oklar, gul färg.",,,,,,,,,,,,,,,,,,,,,
717611,140915,Carlsberg Export,,,1409,Carlsberg Sverige AB,Carlsberg Sverige AB,false,Burk,0,false,false,,false,2013-03-01T00:00:00,false,false,5,330 ml,330,11.9,Internationellt märke,,,Öl,Ljus lager,Internationell stil,,"Öl, Ljus lager, Internationell stil",Fast sortiment,"Serveras vid 8-10°C som sällskapsdryck, till buffé eller till rätter av fisk eller ljust kött. ","Maltig smak med inslag av knäckebröd, honung och  citrusskal.",Fisk,Buffémat,Fläsk,,,5,0,6,0,1,0,1,FS,1,false,false,Burk,false,https://product-cdn.systembolaget.se/productimages/717611/717611,,,false,false,0,0,,,TasteClockBitter,5,TasteClockBody,6,TasteClockSweetness,1,"Mörk, gul färg.",,Sällskapsdryck,,,,,,,,,,,,,,,,,,,
24640509,3672714,Torsöl,IDUN ale,,36727,Torsöl Mikrobryggeri,Torsöl Mikrobryggeri,false,Burk,0,false,false,,false,2021-12-02T00:00:00,false,false,4.9,440 ml,440,25.3,Sverige,Västra Götalands län,Mariestads kommun,Öl,Ale,Golden/Blond ale,,"Öl, Ale, Golden/Blond ale",Lokalt & Småskaligt,"Serveras vid 8-10°C som sällskapsdryck, till vegetariskt eller till rätter av ljust kött.","Fruktig smak med inslag av aprikos, örter, vetebröd och apelsinskal.",Grönsaker,Fågel,Fläsk,,,6,0,5,0,1,0,1,TSLS,1,true,false,Burk,false,https://product-cdn.systembolaget.se/productimages/24640509/24640509,,,false,false,0,0,,,TasteClockBitter,6,TasteClockBody,5,TasteClockSweetness,1,"Oklar, gul färg.",,Sällskapsdryck,B,u,r,k,l,o,c,k,,,,,,,,,,,
24600735,3626815,Gothenburg Brew,Thief series Rum Barrel,,36268,Göteborgs Nya Bryggeri,Göteborgs Nya Bryggeri AB,false,Burk,0,true,false,,false,2021-07-01T00:00:00,false,false,10.5,330 ml,330,49.9,Sverige,Västra Götalands län,Göteborgs stad,Öl,Ale,Strong ale,,"Öl, Ale, Strong ale ",Lokalt & Småskaligt,"Serveras vid 10-12°C som sällskapsdryck, till smakrika vegetariska rätter eller till rätter av lamm- eller nötkött, eller till kittostar.","Fruktig, nyanserad smak med liten sötma inslag av fat, torkade aprikoser, dadlar, ljus sirap, choklad, apelsinskal, sultanrussin, ananas och vanilj.",Lamm,Nöt,Sällskapsdryck,,,5,0,9,0,4,0,4,TSLS,1,true,false,Burk,false,https://product-cdn.systembolaget.se/productimages/24600735/24600735,,,false,false,0,0,,,TasteClockBitter,5,TasteClockBody,9,TasteClockSweetness,4,Rödbrun färg.,,Ost,,,,,,,,,,,,,,,,,,,
